PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
1,C1849140,"SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE",,,,,,,,
1,,,C0455270,Sharp pain,,,,,,
1,,,,,C0451615,Pain relief,,,,
1,,,,,C0013103,Drainage procedure,,,,
1,,,,,C0184661,Interventional procedure,,,,
1,,,,,,,,,C0022122,Bone structure of ischium
1,,,,,,,,,C1279178,Entire bursa
4,C0037315,Sleep Apnea Syndromes,,,,,,,,
11,C0235394,Wasting,,,,,,,,
11,,,C0037088,Signs and Symptoms,,,,,,
11,,,C0040822,Tremor,,,,,,
12,C0012634,Disease,,,,,,,,
12,,,C0037384,Snoring,,,,,,
19,C0041912,Upper Respiratory Infections,,,,,,,,
19,,,C0007859,Neck Pain,,,,,,
19,,,C0030193,Pain,,,,,,
19,,,,,C0812144,Medication administration: epidural,,,,
19,,,,,C1293131,Fusion procedure,,,,
19,,,,,C0741419,back surgery,,,,
19,,,,,,,,,C0230102,Lower back structure
19,,,,,,,,,C0735428,Left hip bone
22,C0034931,Reflex Sympathetic Dystrophy,,,,,,,,
22,,,C0085624,Burning sensation,,,,,,
22,,,C0004604,Back Pain,,,,,,
22,,,C0030193,Pain,,,,,,
22,,,,,C1883583,Yoga,,,,
24,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
24,,,C0518214,Perceived quality of life,,,,,,
24,,,C0234250,"Pain, Referred",,,,,,
24,,,C0030193,Pain,,,,,,
24,,,C0004604,Back Pain,,,,,,
24,,,C0028084,Nightmares,,,,,,
24,,,,,C0002766,Pain management,,,,
24,,,,,C0741419,back surgery,,,,
24,,,,,,,C1154156,gabapentin 600 MG,,
24,,,,,,,,,C1278836,Entire spinal cord
26,C0027404,Narcolepsy,,,,,,,,
27,C0037315,Sleep Apnea Syndromes,,,,,,,,
27,,,,,C0452240,Physical therapy exercises,,,,
29,C0035258,Restless Legs Syndrome,,,,,,,,
29,,,,,,,,,C0227192,Inferior esophageal sphincter structure
32,C0037315,Sleep Apnea Syndromes,,,,,,,,
32,,,C0425449,Gasping for breath,,,,,,
32,,,C0010200,Coughing,,,,,,
32,,,,,C0079613,Adoptive Immunotherapy,,,,
35,C0040213,Tietze's Syndrome,,,,,,,,
35,,,C0030193,Pain,,,,,,
37,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
37,,,C0016204,Flatulence,,,,,,
37,,,C0278146,Shooting pain,,,,,,
37,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
37,,,C0010200,Coughing,,,,,,
37,,,C0030193,Pain,,,,,,
37,,,,,,,,,C0507205,Right scapula
37,,,,,,,,,C0013443,Ear structure
37,,,,,,,,,C0222600,Right breast
37,,,,,,,,,C1281577,Entire rib
37,,,,,,,,,C1269612,Entire upper arm
37,,,,,,,,,C0036277,Bone structure of scapula
37,,,,,,,,,C0028429,Nose
39,C0263776,Coxitis,,,,,,,,
39,,,,,C0374711,Surgical repair,,,,
39,,,,,C0392806,Hip Replacement Arthroplasty (procedure),,,,
39,,,,,C1533685,Injection procedure,,,,
39,,,,,C0087111,Therapeutic procedure,,,,
39,,,,,C0596706,hip surgery,,,,
39,,,,,,,,,C0019552,Hip structure
40,C0270814,Spastic syndrome,,,,,,,,
40,,,C0751372,Nerve Pain,,,,,,
40,,,,,C1456647,Childhood Immunization,,,,
40,,,,,C0949766,Physical therapy,,,,
40,,,,,C1522704,Exercise Pain Management,,,,
40,,,,,C1959633,Spatial guidance for medical procedure,,,,
43,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,,
43,,,C0030193,Pain,,,,,,
43,,,,,C0002766,Pain management,,,,
43,,,,,C0849164,blood medications,,,,
43,,,,,,,,,C0018787,Heart
46,C0158266,Intervertebral Disc Degeneration,,,,,,,,
46,,,C0740418,Chronic back pain,,,,,,
54,C0268621,Hepatic methionine adenosyltransferase deficiency,,,,,,,,
54,,,C0221423,Illness (finding),,,,,,
56,C0022104,Irritable Bowel Syndrome,,,,,,,,
56,,,C0007859,Neck Pain,,,,,,
56,,,C0851121,digestive problem,,,,,,
56,,,C3714552,Weakness,,,,,,
56,,,C0004604,Back Pain,,,,,,
56,,,C0030193,Pain,,,,,,
56,,,C0683369,Clouded consciousness,,,,,,
56,,,,,C1513003,Massage and Body Therapeutic Techniques,,,,
56,,,,,C0949766,Physical therapy,,,,
56,,,,,C0949353,Rolfing,,,,
56,,,,,C0087111,Therapeutic procedure,,,,
56,,,,,C0441516,Demand (clinical),,,,
56,,,,,,,,,C0230102,Lower back structure
56,,,,,,,,,C0004895,Beak
56,,,,,,,,,C1269612,Entire upper arm
56,,,,,,,,,C0018563,Hand
56,,,,,,,,,C0022742,Knee
56,,,,,,,,,C0224498,Meniscus structure of joint
56,,,,,,,,,C0037949,Vertebral column
57,C0270814,Spastic syndrome,,,,,,,,
57,,,C0234233,Sore to touch,,,,,,
57,,,,,C0565514,Compression procedure,,,,
57,,,,,,,,,C0022742,Knee
63,C0011119,Decompression Sickness,,,,,,,,
63,,,C0455270,Sharp pain,,,,,,
63,,,,,C0949766,Physical therapy,,,,
63,,,,,C0152277,Incision and drainage,,,,
63,,,,,,,,,C0230431,Structure of right knee
63,,,,,,,,,C0022742,Knee
63,,,,,,,,,C0030647,Patella
65,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
74,C0149931,Migraine Disorders,,,,,,,,
74,,,C0027497,Nausea,,,,,,
74,,,C0018681,Headache,,,,,,
74,,,C0220870,Lightheadedness,,,,,,
74,,,,,C0027741,Nerve Block,,,,
74,,,,,C0040808,Treatment Protocols,,,,
74,,,,,C0374711,Surgical repair,,,,
74,,,,,C0152277,Incision and drainage,,,,
74,,,,,C1533685,Injection procedure,,,,
74,,,,,C0087111,Therapeutic procedure,,,,
74,,,,,,,C4034130,Sumatriptan Injection,,
74,,,,,,,,,C0230420,Both lower extremities
74,,,,,,,,,C1279062,Entire cranium
75,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
77,C0020550,Hyperthyroidism,,,,,,,,
77,,,C0150055,Chronic pain,,,,,,
77,,,C0030193,Pain,,,,,,
77,,,,,C0451615,Pain relief,,,,
77,,,,,C0087111,Therapeutic procedure,,,,
83,C0149756,"Fasciitis, Plantar",,,,,,,,
83,,,,,C0565514,Compression procedure,,,,
83,,,,,,,,,C0040357,Toes
83,,,,,,,,,C0016504,Foot
85,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,,
85,,,,,C0079613,Adoptive Immunotherapy,,,,
86,C0265514,Dermatofibrosis lenticularis disseminata,,,,,,,,
86,,,C0040822,Tremor,,,,,,
86,,,,,C0187769,Operative procedure on knee,,,,
86,,,,,C0086511,Knee Replacement Arthroplasty (procedure),,,,
86,,,,,C0035139,Surgical Replantation,,,,
86,,,,,C1522704,Exercise Pain Management,,,,
90,C0012634,Disease,,,,,,,,
90,,,C0234238,Ache,,,,,,
90,,,C0557875,Tired,,,,,,
90,,,,,C0087111,Therapeutic procedure,,,,
90,,,,,,,,,C0018787,Heart
90,,,,,,,,,C0018563,Hand
90,,,,,,,,,C1281591,Entire face
92,C0041834,Erythema,,,,,,,,
92,,,C0085631,Agitation,,,,,,
92,,,C0033774,Pruritus,,,,,,
92,,,,,C0439631,Primary operation,,,,
92,,,,,,,,,C0008913,Bone structure of clavicle
92,,,,,,,,,C1305417,Entire elbow region
92,,,,,,,,,C0018563,Hand
92,,,,,,,,,C0022742,Knee
94,C0017168,Gastroesophageal reflux disease,,,,,,,,
94,,,C2228804,Mastodynia of right breast,,,,,,
94,,,C0008031,Chest Pain,,,,,,
94,,,C0151825,Bone pain,,,,,,
94,,,C0234238,Ache,,,,,,
94,,,C0848168,out (of) breath,,,,,,
94,,,C0497406,Overweight,,,,,,
94,,,C0231528,Myalgia,,,,,,
94,,,C0018681,Headache,,,,,,
94,,,C0030193,Pain,,,,,,
94,,,C2370950,Aural pressure,,,,,,
94,,,C0024902,Mastodynia,,,,,,
94,,,,,C3687832,DRUGS,,,,
94,,,,,C0600080,Stretching exercises,,,,
94,,,,,C0152054,Therapeutic tactile stimulation,,,,
94,,,,,C0454347,Neck exercises,,,,
94,,,,,C1519433,Special Diet Therapy,,,,
94,,,,,C0087111,Therapeutic procedure,,,,
