PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
1,C0018939,Hematological Disease,,,,,,,,
1,,,C0231218,Malaise,,,,,,
1,,,C0085624,Burning sensation,,,,,,
1,,,,,,,,,C0030851,penis
2,C0018939,Hematological Disease,,,,,,,,
2,,,,,C0197050,Operation on eyelid,,,,
2,,,,,C0849164,blood medications,,,,
2,,,,,C0280599,altretamine/etoposide/methotrexate protocol,,,,
2,,,,,,,,,C0018563,Hand
4,C0018939,Hematological Disease,,,,,,,,
5,C0018939,Hematological Disease,,,,,,,,
6,C0002170,Alopecia,,,,,,,,
6,,,,,,,,,C0018494,Hair
10,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
10,,,C0557875,Tired,,,,,,
10,,,C0027497,Nausea,,,,,,
11,C0847092,blood autoimmune disorders,,,,,,,,
11,,,C0314719,Dryness of eye,,,,,,
11,,,,,,,,,C0028429,Nose
16,C0401151,Chronic diarrhea,,,,,,,,
16,,,C0011991,Diarrhea,,,,,,
16,,,,,C0029151,Oral contraception,,,,
19,C0018939,Hematological Disease,,,,,,,,
20,C0009443,Common Cold,,,,,,,,
20,,,C0596601,gastrointestinal gas,,,,,,
20,,,C0027497,Nausea,,,,,,
20,,,C1291077,Abdominal bloating,,,,,,
20,,,,,,,,,C0018792,Heart Atrium
20,,,,,,,,,C0023884,Liver
20,,,,,,,,,C1281591,Entire face
21,C0018939,Hematological Disease,,,,,,,,
22,C0018939,Hematological Disease,,,,,,,,
22,,,,,C0849164,blood medications,,,,
25,C0018939,Hematological Disease,,,,,,,,
26,C2316212,Cryopyrin-Associated Periodic Syndromes,,,,,,,,
26,,,C0030193,Pain,,,,,,
26,,,,,C0187769,Operative procedure on knee,,,,
27,C0018939,Hematological Disease,,,,,,,,
27,,,C0557875,Tired,,,,,,
27,,,,,,,,,C1550244,Cuff - body part
28,C0018939,Hematological Disease,,,,,,,,
31,C0018939,Hematological Disease,,,,,,,,
31,,,C0027769,Nervousness,,,,,,
31,,,,,C0185115,Extraction,,,,
31,,,,,,,,,C0040426,Tooth structure
32,C0032285,Pneumonia,,,,,,,,
32,,,,,,,,,C1279494,Entire pulmonic area
33,C0002871,Anemia,,,,,,,,
34,C0018939,Hematological Disease,,,,,,,,
34,,,C0312414,Menstrual spotting,,,,,,
36,C0018939,Hematological Disease,,,,,,,,
36,,,,,C3687832,DRUGS,,,,
37,C0018939,Hematological Disease,,,,,,,,
37,,,,,C0700589,Contraceptive methods,,,,
37,,,,,C0021107,Implantation procedure,,,,
37,,,,,,,,,C0230347,Left upper arm structure
37,,,,,,,,,C0934502,anatomical layer
38,C0002871,Anemia,,,,,,,,
39,C0018939,Hematological Disease,,,,,,,,
41,C0018939,Hematological Disease,,,,,,,,
51,C0018939,Hematological Disease,,,,,,,,
53,C0018939,Hematological Disease,,,,,,,,
54,C0018939,Hematological Disease,,,,,,,,
54,,,,,C0700589,Contraceptive methods,,,,
55,C0020456,Hyperglycemia,,,,,,,,
56,C0007787,Transient Ischemic Attack,,,,,,,,
56,,,C0011991,Diarrhea,,,,,,
56,,,C0009806,Constipation,,,,,,
56,,,C0042963,Vomiting,,,,,,
56,,,C0030193,Pain,,,,,,
56,,,,,,,,,C1278920,Entire stomach
57,C0018939,Hematological Disease,,,,,,,,
58,C0018939,Hematological Disease,,,,,,,,
58,,,C0012833,Dizziness,,,,,,
58,,,,,C0021485,Injection of therapeutic agent,,,,
62,C0018939,Hematological Disease,,,,,,,,
