PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
1,C0036916,Sexually Transmitted Diseases,,,,,,,,
1,,,C0033774,Pruritus,,,,,,
1,,,,,C0087111,Therapeutic procedure,,,,
1,,,,,,,,,C0003461,Anus
2,C0036916,Sexually Transmitted Diseases,,,,,,,,
2,,,C0085624,Burning sensation,,,,,,
2,,,,,C0152054,Therapeutic tactile stimulation,,,,
2,,,,,,,C1126333,Azithromycin 500 MG,,
2,,,,,,,,,C0030851,penis
2,,,,,,,,,C1281584,Entire finger
3,C0036916,Sexually Transmitted Diseases,,,,,,,,
3,,,C0011124,Decreased Libido,,,,,,
4,C0268621,Hepatic methionine adenosyltransferase deficiency,,,,,,,,
4,,,C0221423,Illness (finding),,,,,,
4,,,,,C1293134,Enlargement procedure,,,,
4,,,,,,,,,C1278920,Entire stomach
4,,,,,,,,,C0947209,Vein.left
5,C0036916,Sexually Transmitted Diseases,,,,,,,,
6,C0036916,Sexually Transmitted Diseases,,,,,,,,
6,,,C0683369,Clouded consciousness,,,,,,
6,,,,,,,,,C0018563,Hand
6,,,,,,,,,C1281584,Entire finger
6,,,,,,,,,C0230393,Middle finger structure
8,C0009450,Communicable Diseases,,,,,,,,
10,C0036916,Sexually Transmitted Diseases,,,,,,,,
10,,,C0596601,gastrointestinal gas,,,,,,
10,,,C0039591,Pain in testicle,,,,,,
17,C0012813,Diverticulitis,,,,,,,,
17,,,C0009806,Constipation,,,,,,
17,,,,,C0014268,Administration of enema,,,,
18,C0423086,Staring,,,,,,,,
18,,,,,,,,,C0018563,Hand
18,,,,,,,,,C0015392,Eye
19,C0036916,Sexually Transmitted Diseases,,,,,,,,
19,,,,,,,,,C0031354,Pharyngeal structure
20,C0036916,Sexually Transmitted Diseases,,,,,,,,
20,,,C0033774,Pruritus,,,,,,
20,,,,,,,,,C0042993,Vulva
20,,,,,,,,,C1261042,Skin of vulva
21,C0036916,Sexually Transmitted Diseases,,,,,,,,
21,,,C0033774,Pruritus,,,,,,
22,C0036916,Sexually Transmitted Diseases,,,,,,,,
22,,,,,,,,,C0030851,penis
23,C0036916,Sexually Transmitted Diseases,,,,,,,,
23,,,C0231218,Malaise,,,,,,
23,,,C0033774,Pruritus,,,,,,
23,,,C0151908,Dry skin,,,,,,
23,,,C0030193,Pain,,,,,,
23,,,C0683369,Clouded consciousness,,,,,,
23,,,,,C0600080,Stretching exercises,,,,
23,,,,,,,,,C0030851,penis
23,,,,,,,,,C0205029,Skin structure of head
24,C0036916,Sexually Transmitted Diseases,,,,,,,,
24,,,C0030193,Pain,,,,,,
25,C0019345,Herpes Labialis,,,,,,,,
26,C0877478,bumps lip,,,,,,,,
26,,,C0033774,Pruritus,,,,,,
26,,,C0030193,Pain,,,,,,
26,,,,,,,C0718788,"Baby Oil, topical oil",,
28,C0036916,Sexually Transmitted Diseases,,,,,,,,
28,,,C0015230,Exanthema,,,,,,
28,,,C0033774,Pruritus,,,,,,
28,,,C0030193,Pain,,,,,,
28,,,,,,,,,C0222193,Skin of penis
28,,,,,,,,,C0227952,Foreskin of penis
31,C0036916,Sexually Transmitted Diseases,,,,,,,,
31,,,,,C0184904,Slitting,,,,
31,,,,,,,,,C1281590,Entire head
31,,,,,,,,,C1550261,Glans
31,,,,,,,,,C0423866,Lanugo
33,C0036916,Sexually Transmitted Diseases,,,,,,,,
33,,,,,C0152054,Therapeutic tactile stimulation,,,,
33,,,,,,,,,C0042232,Vagina
37,C0036916,Sexually Transmitted Diseases,,,,,,,,
37,,,C0026821,Muscle Cramp,,,,,,
37,,,,,C0029151,Oral contraception,,,,
37,,,,,C0851160,Morning after pill method of contraception,,,,
38,C0036916,Sexually Transmitted Diseases,,,,,,,,
38,,,,,,,,,C0030851,penis
38,,,,,,,,,C0031354,Pharyngeal structure
39,C0036916,Sexually Transmitted Diseases,,,,,,,,
39,,,C0018681,Headache,,,,,,
40,C0019340,herpes,,,,,,,,
40,,,,,,,,,C0018563,Hand
40,,,,,,,,,C0227759,Labium
40,,,,,,,,,C1281586,Entire thigh
41,C0036916,Sexually Transmitted Diseases,,,,,,,,
42,C0036916,Sexually Transmitted Diseases,,,,,,,,
42,,,C0231218,Malaise,,,,,,
42,,,,,,,,,C0227952,Foreskin of penis
42,,,,,,,,,C1280739,Entire penis
43,C0019342,Genital Herpes,,,,,,,,
43,,,C0033774,Pruritus,,,,,,
43,,,,,C0152054,Therapeutic tactile stimulation,,,,
43,,,,,C0522772,Shaving - surgical procedure,,,,
43,,,,,,,,,C0030851,penis
43,,,,,,,,,C0034014,Bone structure of pubis
43,,,,,,,,,C1269613,Entire thumb
43,,,,,,,,,C0018563,Hand
43,,,,,,,,,C0222001,Structure of nail of finger
43,,,,,,,,,C1305636,Entire hair of pubis
44,C0036916,Sexually Transmitted Diseases,,,,,,,,
44,,,,,,,,,C0042232,Vagina
44,,,,,,,,,C0222001,Structure of nail of finger
44,,,,,,,,,C0018494,Hair
44,,,,,,,,,C1305636,Entire hair of pubis
45,C0036916,Sexually Transmitted Diseases,,,,,,,,
46,C0730321,Punctate inner choroidopathy,,,,,,,,
46,,,C0015230,Exanthema,,,,,,
46,,,C0033774,Pruritus,,,,,,
47,C0017168,Gastroesophageal reflux disease,,,,,,,,
47,,,C0221512,Stomach ache,,,,,,
47,,,C0027497,Nausea,,,,,,
50,C0023895,Liver diseases,,,,,,,,
50,,,C3714552,Weakness,,,,,,
50,,,C0151786,Muscle Weakness,,,,,,
50,,,,,C1522704,Exercise Pain Management,,,,
53,C0043154,Dental White Spot,,,,,,,,
53,,,C0033774,Pruritus,,,,,,
53,,,,,,,,,C1281590,Entire head
53,,,,,,,,,C0222193,Skin of penis
54,C0010346,Crohn Disease,,,,,,,,
56,C0020538,Hypertensive disease,,,,,,,,
56,,,,,C0242390,Home Remedies,,,,
62,C0036916,Sexually Transmitted Diseases,,,,,,,,
62,,,C0015230,Exanthema,,,,,,
62,,,C0030193,Pain,,,,,,
62,,,C0234233,Sore to touch,,,,,,
62,,,,,C0600080,Stretching exercises,,,,
62,,,,,,,,,C1280389,Entire lower lip
62,,,,,,,,,C1278911,Entire lip
62,,,,,,,,,C0040408,Tongue
63,C0036916,Sexually Transmitted Diseases,,,,,,,,
63,,,C0028643,Numbness,,,,,,
63,,,C0085624,Burning sensation,,,,,,
63,,,C0033774,Pruritus,,,,,,
63,,,,,C0074125,bleomycin/doxorubicin/lomustine/streptozocin protocol,,,,
63,,,,,C0872145,Directly Observed Therapy,,,,
63,,,,,,,,,C1278911,Entire lip
63,,,,,,,,,C0023759,Lip structure
64,C0036916,Sexually Transmitted Diseases,,,,,,,,
64,,,C0033774,Pruritus,,,,,,
64,,,,,,,,,C0042232,Vagina
64,,,,,,,,,C1280739,Entire penis
65,C0036916,Sexually Transmitted Diseases,,,,,,,,
66,C0036916,Sexually Transmitted Diseases,,,,,,,,
66,,,C0037088,Signs and Symptoms,,,,,,
66,,,C0000737,Abdominal Pain,,,,,,
66,,,C0015230,Exanthema,,,,,,
66,,,C0018520,Halitosis,,,,,,
66,,,C0032781,Posterior rhinorrhea,,,,,,
66,,,C0242429,Sore Throat,,,,,,
66,,,C3714552,Weakness,,,,,,
