PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
1,C0022658,Kidney Diseases,,,,,,,,
1,,,C0577573,Mass of body region,,,,,,
2,C0022638,Ketosis,,,,,,,,
2,,,C0748706,side pain,,,,,,
2,,,C1282310,Intermittent pain,,,,,,
2,,,,,C1519433,Special Diet Therapy,,,,
3,C0497169,hiv-infection/aids,,,,,,,,
3,,,C0857072,Shaking of hands,,,,,,
4,C0751185,Primary Cough Headache,,,,,,,,
4,,,C0015230,Exanthema,,,,,,
4,,,C0004604,Back Pain,,,,,,
4,,,C0028081,Night sweats,,,,,,
5,C0497169,hiv-infection/aids,,,,,,,,
5,,,C0859371,Burning lips (sensation),,,,,,
5,,,C0234233,Sore to touch,,,,,,
5,,,,,C0001559,Inhalation Drug Administration,,,,
5,,,,,,,,,C1280698,Entire throat (surface region of neck)
5,,,,,,,,,C1278911,Entire lip
5,,,,,,,,,C0018494,Hair
5,,,,,,,,,C0014876,Esophagus
5,,,,,,,,,C0023759,Lip structure
5,,,,,,,,,C0024109,Lung
5,,,,,,,,,C0028429,Nose
6,C0019693,HIV Infections,,,,,,,,
7,C0035078,Kidney Failure,,,,,,,,
8,C0031350,Pharyngitis,,,,,,,,
8,,,C0242429,Sore Throat,,,,,,
8,,,,,,,,,C0042232,Vagina
9,C0497169,hiv-infection/aids,,,,,,,,
9,,,C0027769,Nervousness,,,,,,
9,,,,,C0700589,Contraceptive methods,,,,
9,,,,,,,,,C0042232,Vagina
10,C0497169,hiv-infection/aids,,,,,,,,
10,,,C0242429,Sore Throat,,,,,,
10,,,C0028081,Night sweats,,,,,,
10,,,,,,,,,C0003461,Anus
10,,,,,,,,,C0023759,Lip structure
10,,,,,,,,,C1281591,Entire face
10,,,,,,,,,C0028429,Nose
11,C0497169,hiv-infection/aids,,,,,,,,
11,,,C2242996,Has tingling sensation,,,,,,
11,,,,,,,,,C0016504,Foot
12,C0022658,Kidney Diseases,,,,,,,,
12,,,,,,,,,C0022646,Kidney
13,C0022658,Kidney Diseases,,,,,,,,
13,,,C0221423,Illness (finding),,,,,,
13,,,C0549299,uti symptoms,,,,,,
13,,,C0455270,Sharp pain,,,,,,
13,,,,,,,,,C1278932,Entire spleen
14,C0022658,Kidney Diseases,,,,,,,,
15,C0022658,Kidney Diseases,,,,,,,,
15,,,,,,,,,C1280541,Entire nerve
15,,,,,,,,,C0006104,Brain
16,C0022658,Kidney Diseases,,,,,,,,
16,,,C0577573,Mass of body region,,,,,,
16,,,,,C0184661,Interventional procedure,,,,
16,,,,,C0679637,major surgery,,,,
16,,,,,,,,,C0022646,Kidney
17,C0022658,Kidney Diseases,,,,,,,,
17,,,,,C0194053,Kidney operation,,,,
18,C0032064,Plague,,,,,,,,
19,C0022658,Kidney Diseases,,,,,,,,
20,C0497169,hiv-infection/aids,,,,,,,,
21,C0019693,HIV Infections,,,,,,,,
22,C0497169,hiv-infection/aids,,,,,,,,
22,,,,,C1963724,Antiretroviral therapy,,,,
22,,,,,C0079613,Adoptive Immunotherapy,,,,
23,C0497169,hiv-infection/aids,,,,,,,,
23,,,C0741585,BODY ACHE,,,,,,
23,,,C0151827,Eye pain,,,,,,
23,,,C0015230,Exanthema,,,,,,
23,,,C0015672,Fatigue,,,,,,
23,,,C0231528,Myalgia,,,,,,
23,,,,,C0152054,Therapeutic tactile stimulation,,,,
23,,,,,,,,,C1269539,Entire glans penis
23,,,,,,,,,C0030851,penis
23,,,,,,,,,C0227948,Glans penis
23,,,,,,,,,C0042232,Vagina
23,,,,,,,,,C0018563,Hand
23,,,,,,,,,C1268255,Entire right upper arm
23,,,,,,,,,C0227952,Foreskin of penis
23,,,,,,,,,C1184743,bony process
23,,,,,,,,,C1281591,Entire face
24,C0497169,hiv-infection/aids,,,,,,,,
24,,,,,,,,,C0017420,Genitalia
25,C0497169,hiv-infection/aids,,,,,,,,
25,,,,,,,,,C0030851,penis
25,,,,,,,,,C1278927,Entire anus
26,C0019693,HIV Infections,,,,,,,,
27,C0022658,Kidney Diseases,,,,,,,,
27,,,,,,,,,C0022646,Kidney
28,C0497169,hiv-infection/aids,,,,,,,,
28,,,,,C0152054,Therapeutic tactile stimulation,,,,
28,,,,,C0150141,Bathing,,,,
28,,,,,,,,,C1281590,Entire head
28,,,,,,,,,C0030851,penis
28,,,,,,,,,C0018563,Hand
28,,,,,,,,,C0227952,Foreskin of penis
28,,,,,,,,,C0018494,Hair
28,,,,,,,,,C1305636,Entire hair of pubis
28,,,,,,,,,C0040426,Tooth structure
28,,,,,,,,,C1268990,Entire breast
29,C0497169,hiv-infection/aids,,,,,,,,
30,C0022658,Kidney Diseases,,,,,,,,
30,,,,,,,,,C0022646,Kidney
31,C0019693,HIV Infections,,,,,,,,
32,C0497169,hiv-infection/aids,,,,,,,,
32,,,C1260880,Rhinorrhea,,,,,,
32,,,C0741585,BODY ACHE,,,,,,
32,,,C0242429,Sore Throat,,,,,,
32,,,,,C1533685,Injection procedure,,,,
32,,,,,,,,,C1281590,Entire head
32,,,,,,,,,C1281589,Entire toe
33,C0022658,Kidney Diseases,,,,,,,,
33,,,,,C0176996,Total nephrectomy,,,,
33,,,,,C0027695,Nephrectomy,,,,
34,C0497169,hiv-infection/aids,,,,,,,,
34,,,C1442877,Sore skin,,,,,,
34,,,C0040822,Tremor,,,,,,
34,,,,,,,,,C0018563,Hand
35,C0022658,Kidney Diseases,,,,,,,,
35,,,,,C0013103,Drainage procedure,,,,
35,,,,,C0184661,Interventional procedure,,,,
35,,,,,C1522449,Therapeutic radiology procedure,,,,
35,,,,,,,,,C0227668,Structure of left renal pelvis
36,C0022658,Kidney Diseases,,,,,,,,
36,,,C0030193,Pain,,,,,,
37,C0022658,Kidney Diseases,,,,,,,,
38,C0022658,Kidney Diseases,,,,,,,,
38,,,C0278145,Stabbing pain,,,,,,
38,,,C0558489,Renal pain,,,,,,
38,,,C0030193,Pain,,,,,,
38,,,C0455270,Sharp pain,,,,,,
38,,,,,C0600080,Stretching exercises,,,,
38,,,,,C0280592,doxorubicin/fluorouracil/mitomycin/vincristine protocol,,,,
38,,,,,,,,,C1281590,Entire head
38,,,,,,,,,C0037949,Vertebral column
38,,,,,,,,,C1281583,Entire hand
38,,,,,,,,,C0423866,Lanugo
38,,,,,,,,,C1281592,Entire neck
38,,,,,,,,,C0016504,Foot
38,,,,,,,,,C0022646,Kidney
39,C0022658,Kidney Diseases,,,,,,,,
40,C0022658,Kidney Diseases,,,,,,,,
40,,,C0009806,Constipation,,,,,,
40,,,C0812426,Kidney problem,,,,,,
41,C0022658,Kidney Diseases,,,,,,,,
41,,,C0024031,Low Back Pain,,,,,,
41,,,C0239783,Inguinal pain,,,,,,
41,,,C2242996,Has tingling sensation,,,,,,
41,,,,,C0280592,doxorubicin/fluorouracil/mitomycin/vincristine protocol,,,,
42,C0022658,Kidney Diseases,,,,,,,,
42,,,,,C1519433,Special Diet Therapy,,,,
42,,,,,,,,,C0022646,Kidney
43,C0497169,hiv-infection/aids,,,,,,,,
43,,,,,C0040461,Toothbrushing,,,,
44,C0497169,hiv-infection/aids,,,,,,,,
44,,,,,,,,,C1278920,Entire stomach
45,C0019693,HIV Infections,,,,,,,,
45,,,C0027424,Nasal congestion (finding),,,,,,
45,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
46,C0497169,hiv-infection/aids,,,,,,,,
46,,,,,,,,,C0017420,Genitalia
47,C0497169,hiv-infection/aids,,,,,,,,
47,,,C0451633,Sore lip,,,,,,
47,,,C0234233,Sore to touch,,,,,,
47,,,,,,,,,C1280389,Entire lower lip
48,C0497169,hiv-infection/aids,,,,,,,,
48,,,C0028643,Numbness,,,,,,
48,,,C2129214,Loose stool,,,,,,
48,,,C0027497,Nausea,,,,,,
48,,,C0149651,Clubbing,,,,,,
48,,,C0012833,Dizziness,,,,,,
48,,,C0085624,Burning sensation,,,,,,
48,,,C0231528,Myalgia,,,,,,
48,,,C0239832,Numbness of hand,,,,,,
48,,,C0231772,Burning feet,,,,,,
48,,,,,,,,,C0027342,Nail plate
48,,,,,,,,,C0018563,Hand
48,,,,,,,,,C1288948,Entire right hand
48,,,,,,,,,C0588054,Cervical lymph node group
48,,,,,,,,,C1281592,Entire neck
48,,,,,,,,,C0016504,Foot
49,C0031350,Pharyngitis,,,,,,,,
49,,,C0011991,Diarrhea,,,,,,
49,,,C0242429,Sore Throat,,,,,,
50,C0022658,Kidney Diseases,,,,,,,,
50,,,,,C0011946,Dialysis procedure,,,,
50,,,,,C0022671,Kidney Transplantation,,,,
50,,,,,C1519433,Special Diet Therapy,,,,
52,C0022658,Kidney Diseases,,,,,,,,
53,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
53,,,,,,,,,C0934502,anatomical layer
54,C0022658,Kidney Diseases,,,,,,,,
54,,,C0037088,Signs and Symptoms,,,,,,
54,,,C0558489,Renal pain,,,,,,
54,,,C0030193,Pain,,,,,,
54,,,,,,,,,C0041967,Urethra
55,C0019693,HIV Infections,,,,,,,,
55,,,C0234233,Sore to touch,,,,,,
