PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
8,C0151293,Chronic Headache,,,,,,,,
8,,,C0278144,Dull pain,,,,,,
8,,,C0012833,Dizziness,,,,,,
8,,,C0423571,Abnormal sensation,,,,,,
8,,,C0018681,Headache,,,,,,
8,,,C0030193,Pain,,,,,,
8,,,,,,,,,C1281590,Entire head
10,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
10,,,C0557875,Tired,,,,,,
10,,,C0917801,Sleeplessness,,,,,,
12,C1868649,PANIC DISORDER 1,,,,,,,,
14,C0021400,Influenza,,,,,,,,
14,,,C0233401,Psychiatric symptom,,,,,,
17,C0423086,Staring,,,,,,,,
17,,,C0027769,Nervousness,,,,,,
17,,,,,C2709207,Rx therapy,,,,
22,C0032768,Postherpetic neuralgia,,,,,,,,
22,,,C0033774,Pruritus,,,,,,
22,,,C0030193,Pain,,,,,,
22,,,,,C0027741,Nerve Block,,,,
22,,,,,C3687832,DRUGS,,,,
22,,,,,C0196694,Nerve injection,,,,
22,,,,,C1533685,Injection procedure,,,,
22,,,,,C0087111,Therapeutic procedure,,,,
22,,,,,,,C1251704,Lidocaine Transdermal Patch,,
23,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
23,,,C0004604,Back Pain,,,,,,
23,,,C0030193,Pain,,,,,,
23,,,,,C0741419,back surgery,,,,
25,C0003864,Arthritis,,,,,,,,
25,,,C0030193,Pain,,,,,,
25,,,,,C0196542,Operative procedure on nerve,,,,
25,,,,,C0086511,Knee Replacement Arthroplasty (procedure),,,,
25,,,,,,,,,C0016504,Foot
30,C0030360,Papillon-Lefevre Disease,,,,,,,,
30,,,C0497406,Overweight,,,,,,
30,,,C0751372,Nerve Pain,,,,,,
30,,,,,C0152277,Incision and drainage,,,,
30,,,,,,,,,C1280541,Entire nerve
33,C0857236,rash both legs,,,,,,,,
33,,,C0740903,allergic symptom,,,,,,
33,,,C0234238,Ache,,,,,,
33,,,C0027497,Nausea,,,,,,
33,,,C0030193,Pain,,,,,,
33,,,C0234233,Sore to touch,,,,,,
33,,,,,,,,,C0588054,Cervical lymph node group
37,C0021400,Influenza,,,,,,,,
37,,,C0087169,Withdrawal Symptoms,,,,,,
37,,,C0004604,Back Pain,,,,,,
37,,,C0030193,Pain,,,,,,
37,,,,,C0152277,Incision and drainage,,,,
40,C0004135,Ataxia Telangiectasia,,,,,,,,
40,,,C0848290,sick to stomach,,,,,,
40,,,C0004604,Back Pain,,,,,,
44,C0014518,Toxic Epidermal Necrolysis,,,,,,,,
44,,,C1260880,Rhinorrhea,,,,,,
44,,,C0087169,Withdrawal Symptoms,,,,,,
44,,,C0557875,Tired,,,,,,
44,,,C0004604,Back Pain,,,,,,
