PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
1,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,,
1,,,C0150055,Chronic pain,,,,,,
1,,,,,C1963578,Release (procedure),,,,
12,C0277525,Infectious gastroenteritis,,,,,,,,
12,,,C0030193,Pain,,,,,,
14,C0016053,Fibromyalgia,,,,,,,,
14,,,C4042866,Symptom Flare Up,,,,,,
14,,,C0030193,Pain,,,,,,
14,,,,,,,C1105325,meloxicam 7.5 MG,,
15,C0003615,Appendicitis,,,,,,,,
15,,,C0596601,gastrointestinal gas,,,,,,
15,,,,,,,,,C0009368,Colon structure (body structure)
15,,,,,,,,,C1269000,Entire appendix
20,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
20,,,C1260880,Rhinorrhea,,,,,,
20,,,C0008031,Chest Pain,,,,,,
20,,,C0015672,Fatigue,,,,,,
20,,,C0010200,Coughing,,,,,,
21,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,,
21,,,C0030193,Pain,,,,,,
21,,,C0234255,Night pain,,,,,,
25,C0019360,Herpes zoster disease,,,,,,,,
25,,,C0030193,Pain,,,,,,
25,,,,,,,C1153760,gabapentin 100 MG,,
29,C0041912,Upper Respiratory Infections,,,,,,,,
29,,,C0030193,Pain,,,,,,
30,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
30,,,C0030193,Pain,,,,,,
32,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,,
32,,,C0030193,Pain,,,,,,
38,C0017168,Gastroesophageal reflux disease,,,,,,,,
38,,,C0234238,Ache,,,,,,
38,,,C0242429,Sore Throat,,,,,,
38,,,C0030193,Pain,,,,,,
38,,,,,,,,,C1280698,Entire throat (surface region of neck)
42,C0031350,Pharyngitis,,,,,,,,
42,,,C0242429,Sore Throat,,,,,,
42,,,,,C0152054,Therapeutic tactile stimulation,,,,
42,,,,,,,,,C0230347,Left upper arm structure
42,,,,,,,,,C0015392,Eye
47,C0030360,Papillon-Lefevre Disease,,,,,,,,
53,C1535939,Pneumocystis jiroveci pneumonia,,,,,,,,
53,,,C0030193,Pain,,,,,,
53,,,C0455270,Sharp pain,,,,,,
