PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
1,C0043352,Xerostomia,,,,,,,,
1,,,C0557875,Tired,,,,,,
1,,,C0020175,Hunger,,,,,,
1,,,C0232471,Thirsty,,,,,,
2,C0085119,Foot Ulcer,,,,,,,,
2,,,,,C0152060,Transection (procedure),,,,
2,,,,,,,,,C0016504,Foot
3,C0011847,Diabetes,,,,,,,,
3,,,C0024031,Low Back Pain,,,,,,
3,,,C0848724,circulation problem,,,,,,
4,C0011847,Diabetes,,,,,,,,
4,,,,,C0920418,cancer radiation therapy,,,,
4,,,,,,,,,C0030274,Pancreas
5,C0011847,Diabetes,,,,,,,,
6,C0003864,Arthritis,,,,,,,,
6,,,,,C0392806,Hip Replacement Arthroplasty (procedure),,,,
7,C0149725,Lower respiratory tract infection,,,,,,,,
7,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
7,,,C0010200,Coughing,,,,,,
7,,,C1321587,Breathing abnormally deep,,,,,,
7,,,C0085593,Chills,,,,,,
7,,,,,C0087111,Therapeutic procedure,,,,
7,,,,,,,,,C0031354,Pharyngeal structure
8,C0036916,Sexually Transmitted Diseases,,,,,,,,
8,,,C0406671,Burning scrotum,,,,,,
8,,,C1442877,Sore skin,,,,,,
8,,,C0015230,Exanthema,,,,,,
8,,,C0549386,Sensation of warmth,,,,,,
8,,,C0848720,prostate problem,,,,,,
8,,,C0231218,Malaise,,,,,,
8,,,C0085624,Burning sensation,,,,,,
8,,,C0033774,Pruritus,,,,,,
8,,,,,C0152054,Therapeutic tactile stimulation,,,,
8,,,,,C0184958,Toilet procedure,,,,
8,,,,,,,,,C1281590,Entire head
8,,,,,,,,,C1266878,Cutaneous gland
8,,,,,,,,,C0042232,Vagina
8,,,,,,,,,C0003461,Anus
8,,,,,,,,,C0040408,Tongue
8,,,,,,,,,C1550261,Glans
8,,,,,,,,,C1280740,Entire scrotum
8,,,,,,,,,C0227952,Foreskin of penis
8,,,,,,,,,C0005847,Blood Vessel
8,,,,,,,,,C1280739,Entire penis
9,C0004096,Asthma,,,,,,,,
9,,,C0010200,Coughing,,,,,,
10,C0004096,Asthma,,,,,,,,
10,,,,,C2064693,Humid air,,,,
10,,,,,C0949884,Sweat Lodge,,,,
10,,,,,,,,,C1280698,Entire throat (surface region of neck)
11,C0004096,Asthma,,,,,,,,
11,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
11,,,C0010200,Coughing,,,,,,
12,C0004096,Asthma,,,,,,,,
12,,,,,,,,,C1281590,Entire head
13,C0004096,Asthma,,,,,,,,
13,,,C0010200,Coughing,,,,,,
14,C0029456,Osteoporosis,,,,,,,,
15,C0004096,Asthma,,,,,,,,
15,,,C0027424,Nasal congestion (finding),,,,,,
15,,,C0232292,Chest tightness,,,,,,
15,,,C0043144,Wheezing,,,,,,
15,,,C0010200,Coughing,,,,,,
15,,,C0683369,Clouded consciousness,,,,,,
15,,,C0013404,Dyspnea,,,,,,
15,,,,,C0087111,Therapeutic procedure,,,,
15,,,,,,,,,C0018787,Heart
16,C0029456,Osteoporosis,,,,,,,,
16,,,,,C1522704,Exercise Pain Management,,,,
16,,,,,C3275067,Cardiac Lead Procedure,,,,
16,,,,,,,,,C0037949,Vertebral column
17,C0024138,"Lupus Erythematosus, Discoid",,,,,,,,
17,,,C0030193,Pain,,,,,,
17,,,,,,,,,C1305417,Entire elbow region
17,,,,,,,,,C0022742,Knee
